""	"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0033627"	"BP"	"GO:0033627"	"cell adhesion mediated by integrin"	"36/4576"	"88/18903"	0.000387338878044339	0.0104403223948185	0.00821421139741683	"1969/1307/8613/8515/4582/6868/1803/3655/3676/3693/6423/3672/5054/5420/8754/6591/4067/5747/23075/83700/3678/3071/3679/2200/22801/3681/2303/9780/1398/3690/3675/84034/55612/100/1399/3976"	36
"GO:0007435"	"BP"	"GO:0007435"	"salivary gland morphogenesis"	"17/4576"	"32/18903"	0.000396007916421808	0.0106295124899554	0.00836306191917107	"5361/23129/7124/5154/1956/3082/4824/5423/6591/5080/7043/55727/2252/7052/655/3911/7040"	17
"GO:0098576"	"CC"	"GO:0098576"	"lumenal side of membrane"	"18/4763"	"35/19869"	0.000398554417016935	0.00469207245488119	0.00360415238355028	"622/972/821/3134/3105/3133/3107/3106/3127/3123/3117/3113/3115/10134/121665/84334/84888/5476"	18
"GO:1902882"	"BP"	"GO:1902882"	"regulation of response to oxidative stress"	"41/4576"	"104/18903"	0.000402655071405533	0.0107630870124251	0.00846815535626837	"65018/57190/83667/6421/4170/4921/27086/5978/8382/7124/2534/135112/8876/6648/5071/3315/3082/50640/10013/51765/29979/8013/7295/7099/2021/143686/4314/219736/84883/120892/2643/3091/2530/10516/9529/207/5151/8996/5831/2686/655"	41
"GO:0019079"	"BP"	"GO:0019079"	"viral genome replication"	"49/4576"	"130/18903"	0.000407552737692626	0.0108489865132888	0.00853573915611133	"80149/5586/10542/9869/103/3428/6041/2494/5629/5610/201626/55254/5359/1487/3576/10318/7124/6732/9474/5071/9189/2332/7415/2040/10581/8519/10410/117854/440026/63901/1488/55196/8091/4940/54737/8812/440275/9683/6347/596/55337/5886/684/6598/22880/9582/27350/60489/104"	49
"GO:0003779"	"MF"	"GO:0003779"	"actin binding"	"143/4686"	"439/18432"	0.000409105001125879	0.0291543139627033	0.0268872737033523	"832/127294/65108/2275/91624/2633/1266/829/57530/6275/7170/23623/128239/27252/27/10092/25802/56776/3192/55704/119/9168/822/22837/7456/7273/6744/4430/7145/8941/79083/2317/3059/4638/5357/10296/118/9948/80306/51088/22998/10611/171024/51778/11275/23022/27295/4651/1495/11346/309/667/2037/9749/7402/7430/5071/4301/79778/6624/1956/3092/10095/8976/2318/800/357/7114/1756/6853/10013/57477/1730/286527/5358/2316/26260/9172/64236/6641/5747/5339/7169/7111/81873/64787/9645/55742/4647/6876/6840/653145/3778/11155/9124/120/3983/57698/23012/120892/91010/10810/3936/84962/1073/10979/2764/23224/6710/87/79789/161176/51466/64423/57617/54617/4130/26258/54822/29767/29766/4644/83660/7168/9051/29109/6645/23406/23164/4642/80179/4137/201191/56907/55364/55612/6640/1265/11133/57553/10634/4627/11078"	143
"GO:0030117"	"CC"	"GO:0030117"	"membrane coat"	"36/4763"	"89/19869"	0.000411117449671044	0.00469762144697649	0.00360841476723656	"553115/1314/130340/9276/205428/1173/22872/10427/9871/132320/1212/56479/3482/9179/1174/10947/91056/56681/26985/25977/22818/8906/11154/10484/57617/23431/8120/164/51226/57132/10483/8943/58513/8218/162/8867"	36
"GO:0048475"	"CC"	"GO:0048475"	"coated membrane"	"36/4763"	"89/19869"	0.000411117449671044	0.00469762144697649	0.00360841476723656	"553115/1314/130340/9276/205428/1173/22872/10427/9871/132320/1212/56479/3482/9179/1174/10947/91056/56681/26985/25977/22818/8906/11154/10484/57617/23431/8120/164/51226/57132/10483/8943/58513/8218/162/8867"	36
"GO:0035272"	"BP"	"GO:0035272"	"exocrine system development"	"22/4576"	"46/18903"	0.000413331135627033	0.0108787921453575	0.00855918955863598	"79971/3321/5361/23129/2296/7124/5154/1956/3082/4824/5423/6591/5080/7043/55727/2252/6662/7052/655/3911/3643/7040"	22
"GO:2000736"	"BP"	"GO:2000736"	"regulation of stem cell differentiation"	"34/4576"	"82/18903"	0.000413362508860003	0.0108787921453575	0.00855918955863598	"3065/5928/57459/3192/81606/5610/55818/3280/5978/2247/2668/2296/1021/54517/5764/5931/117854/10524/10413/6660/6926/10443/56339/9112/1107/51755/6774/6662/83959/182/53615/7538/8463/5008"	34
"GO:1902903"	"BP"	"GO:1902903"	"regulation of supramolecular fiber organization"	"122/4576"	"384/18903"	0.000413738602237284	0.0108787921453575	0.00855918955863598	"832/3925/6548/126820/84722/829/389/58497/6281/10456/55243/50848/5202/5999/10092/23271/25802/5629/375/22924/10602/55704/119/9168/822/55845/90102/3059/5290/1739/118/9948/9353/22998/57606/57482/55435/171024/9037/253260/5734/5295/100506658/2150/5921/324/5201/11346/51429/5071/2006/3984/10344/6369/10095/8976/136319/7114/10013/286527/4204/2316/7411/10395/10174/10565/114822/23189/203228/7111/7046/1902/81873/157922/23075/30008/116985/1410/6840/120/2288/3071/6249/10810/8874/1073/23116/382/10979/2764/6710/7043/123016/51466/54551/7082/146057/4130/29767/29766/7168/50810/10300/29109/146206/23406/1440/4137/2885/343578/5203/10297/79709/85415/348/24139/2909/91663/9647/27124/11135/11078"	122
"GO:0098876"	"BP"	"GO:0098876"	"vesicle-mediated transport to the plasma membrane"	"55/4576"	"150/18903"	0.000419995439371181	0.010998417156216	0.00865330783300058	"9341/22883/23673/55204/81609/5872/8548/8674/10228/149371/163882/9784/30845/150684/54520/10123/54918/7879/27032/84162/57182/64083/63971/79778/261729/22853/51201/10434/157680/6505/10807/114879/392/6809/10938/738/10133/288/9559/54536/143187/51699/29091/382/10640/9495/23062/112755/3996/11031/57724/10079/9230/1785/26088"	55
"GO:0009100"	"BP"	"GO:0009100"	"glycoprotein metabolic process"	"125/4576"	"395/18903"	0.000422118970681824	0.0110092729114669	0.0086618488976475	"29929/81849/9653/2135/200185/23385/8703/9917/6646/5861/2673/7844/9486/9394/11227/8708/659/79586/64090/129807/55768/285203/10402/8706/84002/10195/10855/658/64116/4126/51809/175/10299/64083/81792/51301/4124/1839/10318/55568/11282/9945/4245/135152/29940/116150/4121/10090/55501/23333/2990/8985/538/7991/55790/10565/6482/90865/79695/23071/2218/8818/22845/10585/20/11253/55343/84447/81876/4321/55454/80312/170384/10724/6934/83857/144245/283464/22822/160335/1634/50614/29880/387923/10206/55757/9375/84899/79070/1603/4247/3091/2530/57452/29954/9321/11261/2595/9245/26035/11173/64131/9956/267/6483/2300/9955/9953/64132/146664/6448/4864/29906/596/92126/650/23509/55741/8813/10347/4125/126433/79087/10317/25825"	125
"GO:0019827"	"BP"	"GO:0019827"	"stem cell population maintenance"	"63/4576"	"177/18903"	0.000428595114403868	0.0111331037378618	0.00875927621330486	"3065/5928/6944/5396/5629/51742/23160/81606/55818/55183/5894/3280/9079/80306/3516/5978/8819/53918/55274/5764/5931/9282/9968/4017/51123/90390/22882/4609/23137/9314/26147/10629/10413/80312/81603/9412/8091/6926/64426/84678/2308/7178/3981/3621/56339/84312/10001/23168/25942/9274/79918/6774/6662/6760/1000/182/8202/655/140467/6597/51586/6598/3976"	63
"GO:0035987"	"BP"	"GO:0035987"	"endodermal cell differentiation"	"23/4576"	"49/18903"	0.000432481008136633	0.0111889263229566	0.00880319617069494	"3914/3676/1290/2335/1295/3693/1303/3624/3912/190/1289/22943/3678/3679/8091/1284/4323/23168/55897/4313/2885/3909/1291"	23
"GO:0031098"	"BP"	"GO:0031098"	"stress-activated protein kinase signaling cascade"	"83/4576"	"246/18903"	0.00044063738577985	0.0112823593376157	0.00887670717015301	"65018/80149/10269/5052/260425/26191/11221/64853/183/7498/5610/8491/54910/3552/3553/51776/55437/54986/7474/2047/11342/11235/23043/1739/768211/6423/57630/5734/2150/153769/1843/56940/7124/1432/22881/23328/7430/4216/5071/222166/1956/3082/10371/60401/9821/4067/6386/8767/6788/10221/4609/3301/2218/7099/7185/153090/64170/9479/5871/1410/5599/27250/80824/120892/3489/2308/51562/51339/677/1540/1398/5048/9611/5606/4077/1845/4215/23239/6317/140885/650/7538/1399"	83
"GO:0072163"	"BP"	"GO:0072163"	"mesonephric epithelium development"	"39/4576"	"98/18903"	0.000441346562104804	0.0112823593376157	0.00887670717015301	"56998/9653/5087/183/55083/130497/6382/3237/5915/3280/1739/9353/2247/10409/2668/2297/2246/2296/2737/4609/5727/3611/55366/10220/6495/384/26585/2303/9955/9953/3975/3217/6662/80000/596/650/64412/655/3911"	39
"GO:0072164"	"BP"	"GO:0072164"	"mesonephric tubule development"	"39/4576"	"98/18903"	0.000441346562104804	0.0112823593376157	0.00887670717015301	"56998/9653/5087/183/55083/130497/6382/3237/5915/3280/1739/9353/2247/10409/2668/2297/2246/2296/2737/4609/5727/3611/55366/10220/6495/384/26585/2303/9955/9953/3975/3217/6662/80000/596/650/64412/655/3911"	39
"GO:0071260"	"BP"	"GO:0071260"	"cellular response to mechanical stimulus"	"31/4576"	"73/18903"	0.000445697759356695	0.0113485571769795	0.00892879014479919	"6548/6513/477/50848/5743/183/3553/2247/5734/654/2729/358/136319/8795/5339/90865/7099/2022/572/5599/9531/664/54407/8738/1535/9780/3690/1277/3759/6662/1265"	31
"GO:0001968"	"MF"	"GO:0001968"	"fibronectin binding"	"17/4686"	"31/18432"	0.000448571196683579	0.0291543139627033	0.0268872737033523	"1520/1513/84695/7130/3676/3488/151887/131578/6423/3486/59339/51144/3489/4313/3690/3675/284297"	17
"GO:0045296"	"MF"	"GO:0045296"	"cadherin binding"	"112/4686"	"333/18432"	0.000452694847834934	0.0291543139627033	0.0268872737033523	"1969/832/10726/5052/5586/1266/829/57530/6282/8407/50848/9588/5861/822/10190/22837/3655/4430/659/3417/9208/4735/2317/25978/90102/83939/151963/1739/118/10606/10611/1016/54505/1495/5917/8355/8357/1192/23607/51429/7430/4301/6624/28969/1956/222256/26136/800/57488/1968/3054/2316/7534/5339/51510/55833/301/153090/3309/26130/11187/64787/23075/55742/3939/392/6520/5331/10938/64837/10006/288/64072/9124/57698/9531/23085/8496/5025/8428/23348/55082/64403/29091/3895/1983/7082/9101/29766/302/9351/1012/23164/55379/2194/1453/1000/1005/10528/27131/682/1265/6455/9230/4854/58513/10848/5297/1399/4627/11135/10694"	112
"GO:0014823"	"BP"	"GO:0014823"	"response to activity"	"30/4576"	"70/18903"	0.000453651616778944	0.0114604851579998	0.0090168525687951	"57190/5563/2730/183/6262/51719/5290/3033/5562/5019/654/7124/2729/6648/3569/285/3297/210/114789/6935/54407/23371/1284/3091/4313/8140/1535/3690/284207/498"	30
"GO:0051881"	"BP"	"GO:0051881"	"regulation of mitochondrial membrane potential"	"30/4576"	"70/18903"	0.000453651616778944	0.0114604851579998	0.0090168525687951	"84275/65018/2537/2730/10962/55022/11334/27068/1192/2729/8838/6648/5071/7415/572/219736/10935/664/120892/1634/23111/55012/207/4137/5831/596/83959/80025/79680/706"	30
"GO:0005604"	"CC"	"GO:0005604"	"basement membrane"	"39/4763"	"99/19869"	0.000456157498115502	0.00513673008747457	0.00394571016676567	"64856/3339/22854/3915/83872/3914/2335/3913/1295/151887/55214/1739/55914/1946/7045/6678/667/3910/3908/7058/3912/7076/1288/4017/1955/1289/30008/59/1308/1284/22795/2200/302/4016/5176/9423/3909/3911/9510"	39
"GO:1903055"	"BP"	"GO:1903055"	"positive regulation of extracellular matrix organization"	"15/4576"	"27/18903"	0.000461816779638141	0.0115252286132545	0.00906779126665799	"4921/183/8837/90102/4241/6624/3569/30008/23187/146206/6662/650/79709/7040/861"	15
"GO:0001706"	"BP"	"GO:0001706"	"endoderm formation"	"26/4576"	"58/18903"	0.000462228816241785	0.0115252286132545	0.00906779126665799	"3914/3676/1290/2335/1295/3693/1843/1303/3624/3912/190/1846/1289/22943/3678/3679/8091/1284/4323/23168/55897/4313/3975/2885/3909/1291"	26
"GO:0060350"	"BP"	"GO:0060350"	"endochondral bone morphogenesis"	"26/4576"	"58/18903"	0.000462228816241785	0.0115252286132545	0.00906779126665799	"10269/7059/4209/4664/659/5915/7048/6474/658/4208/309/2296/654/1749/6781/4325/85301/871/1305/5916/338773/4323/9321/1277/8313/6662"	26
"GO:0098930"	"BP"	"GO:0098930"	"axonal transport"	"28/4576"	"64/18903"	0.000463370725059439	0.0115252286132545	0.00906779126665799	"23095/23557/80128/127829/66008/55207/55330/7345/667/3315/10013/51566/10947/55638/23287/9638/26985/23011/55860/3091/4130/26258/8120/5048/10749/4137/9371/8943"	28
"GO:0052813"	"MF"	"GO:0052813"	"phosphatidylinositol bisphosphate kinase activity"	"8/4686"	"10/18432"	0.000469237390177831	0.0291543139627033	0.0268872737033523	"5293/8394/5291/5290/5286/253430/146850/23396"	8
"GO:0001965"	"MF"	"GO:0001965"	"G-protein alpha-subunit binding"	"15/4686"	"26/18432"	0.000469621229160494	0.0291543139627033	0.0268872737033523	"29899/5999/5997/6000/55704/2149/2150/84059/23328/3482/1902/26086/4925/6001/55188"	15
"GO:0070302"	"BP"	"GO:0070302"	"regulation of stress-activated protein kinase signaling cascade"	"69/4576"	"198/18903"	0.000470066647193396	0.0116468051585379	0.00916344496451904	"65018/80149/10269/5052/260425/26191/11221/64853/7498/5610/54910/3552/3553/54986/7474/2047/11342/11235/23043/1739/768211/6423/57630/2150/153769/1843/56940/7124/22881/23328/7430/4216/5071/222166/1956/3082/10371/60401/9821/4067/6386/8767/6788/4609/3301/2218/7099/7185/153090/64170/9479/5871/27250/80824/3489/2308/51562/51339/1540/1398/5048/9611/4077/1845/4215/23239/6317/140885/650"	69
"GO:0032102"	"BP"	"GO:0032102"	"negative regulation of response to external stimulus"	"136/4576"	"436/18903"	0.000476550344119555	0.0117622119418321	0.00925424443208573	"100532736/9860/29956/10500/5692/103/2629/55870/64218/3428/7391/134/11221/114548/10505/54910/7130/1803/2191/2043/5270/5468/9975/7869/7474/6091/5627/90102/4345/55646/9353/6696/2895/2247/9037/90268/5734/90355/9140/57556/1843/9856/3134/3105/3133/3106/100507436/7124/3123/1432/135228/4907/9474/2534/7128/5154/2852/3082/10371/5054/60343/285/5327/4067/10221/9314/59307/5682/4925/4192/4321/23621/79671/84959/5592/5654/928/2/387837/3821/80763/6773/4598/4940/730249/57680/56339/145581/384/79890/26585/7301/80031/1588/302/8482/10509/5045/55829/18/1540/170692/2294/1398/5176/6347/1845/6397/9021/114897/55666/284207/5771/8780/54941/6318/5055/140885/7056/100/10501/5802/54/22933/7538/5329/348/27202/7376/2358/91662/11274/7353/613/4282/83999"	136
"GO:0005201"	"MF"	"GO:0005201"	"extracellular matrix structural constituent"	"64/4686"	"173/18432"	0.000478331648280612	0.0291543139627033	0.0268872737033523	"64856/3339/1307/1893/7286/7059/3915/83872/2331/3914/4052/2202/1290/2335/1293/3913/1295/25890/256076/3490/1462/10085/2201/7045/6678/1303/3910/1300/3908/7058/2006/7784/7980/1278/5118/3912/27286/1288/4147/115908/169044/85301/256158/1289/10418/30008/1305/1308/1634/1284/22795/4053/10516/2200/79875/4240/4239/1277/84034/3909/3911/50509/1291/1292"	64
"GO:0032006"	"BP"	"GO:0032006"	"regulation of TOR signaling"	"42/4576"	"108/18903"	0.000482850350257385	0.0118722212074736	0.00934079725387429	"83667/64121/10269/5563/10542/2629/28956/8444/7107/10000/23677/10641/5290/1609/93627/64083/253260/5562/153129/96459/58528/6098/54468/203228/2021/56834/143686/51322/3071/144577/3091/197131/84219/9894/23274/140775/81929/220441/126282/11133/84335/84861"	42
"GO:0030308"	"BP"	"GO:0030308"	"negative regulation of cell growth"	"66/4576"	"188/18903"	0.000490533881678995	0.0120152823793768	0.00945335457388178	"978/83667/5538/84722/54879/10500/8751/80128/64218/5999/5997/51094/183/9792/10505/54910/659/5270/23677/9686/51447/7869/7474/27086/131566/344901/4487/9353/6696/6423/9037/1601/57556/5515/6586/9856/1026/2697/5167/3624/10371/1020/5931/64061/734/1410/65981/694/6049/23111/3621/26585/80031/5371/8482/10509/7157/9423/1630/596/10501/5802/1032/6597/684/7040"	66
"GO:0072574"	"BP"	"GO:0072574"	"hepatocyte proliferation"	"13/4576"	"22/18903"	0.000497483732803669	0.0120935479498915	0.00951493216861835	"6195/4853/5629/7039/8837/2246/7124/7128/3569/5764/4192/2735/1051"	13
"GO:0072575"	"BP"	"GO:0072575"	"epithelial cell proliferation involved in liver morphogenesis"	"13/4576"	"22/18903"	0.000497483732803669	0.0120935479498915	0.00951493216861835	"6195/4853/5629/7039/8837/2246/7124/7128/3569/5764/4192/2735/1051"	13
"GO:0032092"	"BP"	"GO:0032092"	"positive regulation of protein binding"	"35/4576"	"86/18903"	0.000520068749890852	0.0125950484466048	0.00990950150662624	"22924/119/23228/7474/23129/118/9693/5515/3077/10211/5071/857/1020/8767/6788/115908/3297/10418/25805/6934/65981/120892/4035/121665/51339/4140/567/302/267/1440/1636/2280/650/348/7074"	35
"GO:0120111"	"CC"	"GO:0120111"	"neuron projection cytoplasm"	"36/4763"	"90/19869"	0.00052887001878206	0.00587045720848087	0.00450931279172073	"23095/6421/23557/80128/127933/127829/3192/66008/55207/55330/7345/821/667/3315/10013/51566/2332/10947/27067/55638/23287/26985/120892/23011/84945/55860/3091/79882/4130/26258/8120/5048/10749/4137/9371/8943"	36
"GO:0007179"	"BP"	"GO:0007179"	"transforming growth factor beta receptor signaling pathway"	"74/4576"	"216/18903"	0.000531377861685902	0.0128027082960883	0.010072883616671	"3065/5928/3725/2331/51742/6868/4052/9839/5468/7048/54756/3693/79674/8819/1601/9315/4015/2201/56940/135228/5796/10370/1278/57154/857/7791/5931/8754/6386/5747/7046/3309/2022/27122/2615/25805/6935/80312/57178/5654/11171/23592/55198/64426/26524/3621/58533/84312/10979/2530/4053/7043/22938/2200/5371/25942/5045/7041/7157/6774/3675/64750/9480/2280/54976/55612/650/8200/56937/100507588/1785/9518/7040/10454"	74
"GO:0042176"	"BP"	"GO:0042176"	"regulation of protein catabolic process"	"115/4576"	"361/18903"	0.000532618103593863	0.0128027082960883	0.010072883616671	"65018/127544/9860/9554/2629/56893/9191/64326/51514/56776/9781/4953/28951/51374/150684/3553/10213/7341/5270/5707/10533/9686/7079/10425/7474/868/7879/26234/152503/57630/1601/6880/324/153769/255488/3077/7124/2729/2534/7128/51429/7430/5071/90637/1956/857/7076/29978/79589/2332/10134/2316/51201/3084/8754/6386/55353/25897/10221/90865/7415/29979/210/153090/20/258010/51322/8945/101/8078/120892/7480/4035/4193/26259/2308/23077/5720/5721/25831/5706/6815/51339/3320/9529/207/4130/9101/302/8554/5045/9683/1728/11345/83547/5709/51136/5705/8313/6662/7077/1453/9491/5476/10297/4946/6449/51257/5886/5566/79016/22933/348/26088/27351"	115
"GO:0044409"	"BP"	"GO:0044409"	"entry into host"	"57/4576"	"158/18903"	0.00053491458909548	0.0128101107172977	0.010078707675581	"8764/1969/8547/55223/50848/9213/1604/1803/3693/5359/185/286827/3576/950/205860/339976/972/3123/6993/1956/222256/857/1508/11059/4061/9830/10581/8519/10410/117854/85363/10346/6609/6520/219931/7405/4684/5818/81603/3678/6404/3356/1948/10572/57617/7301/290/5045/4261/3690/4864/6317/682/3643/558/5817/3956"	57
"GO:0032509"	"BP"	"GO:0032509"	"endosome transport via multivesicular body sorting pathway"	"20/4576"	"41/18903"	0.00054277846844014	0.0129429817570328	0.0101832476282477	"23585/54741/6272/10254/25978/51534/137492/91782/23484/55353/51510/51271/7415/7251/8027/404636/83547/57132/9525/80700"	20
"GO:0045862"	"BP"	"GO:0045862"	"positive regulation of proteolysis"	"118/4576"	"372/18903"	0.000544481225730502	0.0129429817570328	0.0101832476282477	"54998/65018/7805/127544/80149/51107/6281/6280/1944/2629/3428/9447/23385/64326/114548/9781/28951/7498/3553/10010/10213/8837/843/7341/2335/2043/84236/5468/10425/6091/26355/26577/4241/5978/152503/6423/57630/1601/2149/153769/10318/255488/7124/2729/2534/51429/5071/2852/90637/3092/57154/5118/51024/857/29978/2332/10134/10395/4824/8754/4067/444/8767/25897/10221/4609/5747/3297/6505/90865/7415/29979/23287/153090/64170/10418/572/8945/101/8078/120892/29843/4193/8738/317/26259/4323/5720/5721/25831/5706/207/302/83464/8554/5371/5045/489/6774/4137/51136/5705/8313/1453/10892/6317/11047/6449/5886/79016/22933/348/57333/91662/23786/9647/4627/23151"	118
"GO:0030900"	"BP"	"GO:0030900"	"forebrain development"	"121/4576"	"383/18903"	0.000554889769088875	0.0131074580803081	0.0103126539088357	"2048/3065/84879/6513/100996763/63827/477/10092/5629/238/6546/2736/79809/8941/5915/7474/27086/6091/200894/5361/7545/3280/10460/4487/9353/3516/2044/51176/5308/2247/79633/9693/836/9037/57688/5122/5307/1436/81853/3400/79969/266727/114327/5454/2534/358/3624/2737/1956/55695/10371/1021/1749/3912/93986/1020/190/538/10395/3084/6867/9760/55636/83696/23287/79048/1902/153090/9355/5080/4192/572/79659/3014/4900/9638/6935/5592/22943/57178/25911/664/3736/113246/3845/120892/54407/2735/10818/317/55681/79600/6926/84678/9201/56339/2290/51199/3091/23224/123016/317762/7301/567/8482/25942/9289/1459/1398/5048/3975/1000/650/22803/1869/10501/4854/558/478/2909/1399"	121
